Field ID	Description	Category
25745	Inverted temporal signal-to-noise ratio in pre-processed tfMRI	Task functional brain MRI  
25079	Mean FA in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25078	Mean FA in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25073	Mean FA in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25072	Mean FA in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25059	Mean FA in body of corpus callosum on FA skeleton	dMRI skeleton  
25071	Mean FA in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25070	Mean FA in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25091	Mean FA in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25090	Mean FA in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25093	Mean FA in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25092	Mean FA in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25063	Mean FA in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25062	Mean FA in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25089	Mean FA in external capsule on FA skeleton (left)	dMRI skeleton  
25088	Mean FA in external capsule on FA skeleton (right)	dMRI skeleton  
25095	Mean FA in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25094	Mean FA in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25061	Mean FA in fornix on FA skeleton	dMRI skeleton  
25058	Mean FA in genu of corpus callosum on FA skeleton	dMRI skeleton  
25067	Mean FA in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25066	Mean FA in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25065	Mean FA in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25064	Mean FA in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25056	Mean FA in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25057	Mean FA in pontine crossing tract on FA skeleton	dMRI skeleton  
25083	Mean FA in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25082	Mean FA in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25075	Mean FA in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25074	Mean FA in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25085	Mean FA in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25084	Mean FA in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25077	Mean FA in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25076	Mean FA in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25087	Mean FA in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25086	Mean FA in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25060	Mean FA in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25069	Mean FA in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25068	Mean FA in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25081	Mean FA in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25080	Mean FA in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25099	Mean FA in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25098	Mean FA in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25097	Mean FA in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25096	Mean FA in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25103	Mean FA in tapetum on FA skeleton (left)	dMRI skeleton  
25102	Mean FA in tapetum on FA skeleton (right)	dMRI skeleton  
25101	Mean FA in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25100	Mean FA in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25367	Mean ICVF in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25366	Mean ICVF in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25361	Mean ICVF in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25360	Mean ICVF in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25347	Mean ICVF in body of corpus callosum on FA skeleton	dMRI skeleton  
25359	Mean ICVF in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25358	Mean ICVF in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25378	Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25381	Mean ICVF in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25380	Mean ICVF in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25351	Mean ICVF in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25350	Mean ICVF in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25377	Mean ICVF in external capsule on FA skeleton (left)	dMRI skeleton  
25376	Mean ICVF in external capsule on FA skeleton (right)	dMRI skeleton  
25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25382	Mean ICVF in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25349	Mean ICVF in fornix on FA skeleton	dMRI skeleton  
25346	Mean ICVF in genu of corpus callosum on FA skeleton	dMRI skeleton  
25355	Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25354	Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25353	Mean ICVF in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25352	Mean ICVF in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25344	Mean ICVF in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25345	Mean ICVF in pontine crossing tract on FA skeleton	dMRI skeleton  
25371	Mean ICVF in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25370	Mean ICVF in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25363	Mean ICVF in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25362	Mean ICVF in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25373	Mean ICVF in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25372	Mean ICVF in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25365	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25364	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25375	Mean ICVF in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25374	Mean ICVF in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25348	Mean ICVF in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25357	Mean ICVF in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25356	Mean ICVF in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25369	Mean ICVF in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25368	Mean ICVF in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25387	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25386	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25385	Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25384	Mean ICVF in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25391	Mean ICVF in tapetum on FA skeleton (left)	dMRI skeleton  
25390	Mean ICVF in tapetum on FA skeleton (right)	dMRI skeleton  
25389	Mean ICVF in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25388	Mean ICVF in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25463	Mean ISOVF in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25462	Mean ISOVF in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25456	Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25443	Mean ISOVF in body of corpus callosum on FA skeleton	dMRI skeleton  
25455	Mean ISOVF in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25454	Mean ISOVF in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25474	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25477	Mean ISOVF in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25476	Mean ISOVF in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25447	Mean ISOVF in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25446	Mean ISOVF in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25473	Mean ISOVF in external capsule on FA skeleton (left)	dMRI skeleton  
25472	Mean ISOVF in external capsule on FA skeleton (right)	dMRI skeleton  
25479	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25478	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25445	Mean ISOVF in fornix on FA skeleton	dMRI skeleton  
25442	Mean ISOVF in genu of corpus callosum on FA skeleton	dMRI skeleton  
25451	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25450	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25449	Mean ISOVF in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25448	Mean ISOVF in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25441	Mean ISOVF in pontine crossing tract on FA skeleton	dMRI skeleton  
25467	Mean ISOVF in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25466	Mean ISOVF in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25459	Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25458	Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25468	Mean ISOVF in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25461	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25471	Mean ISOVF in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25470	Mean ISOVF in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25444	Mean ISOVF in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25453	Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25465	Mean ISOVF in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25464	Mean ISOVF in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25483	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25482	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25481	Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25480	Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25487	Mean ISOVF in tapetum on FA skeleton (left)	dMRI skeleton  
25486	Mean ISOVF in tapetum on FA skeleton (right)	dMRI skeleton  
25485	Mean ISOVF in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25484	Mean ISOVF in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25223	Mean L1 in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25222	Mean L1 in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25217	Mean L1 in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25216	Mean L1 in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25203	Mean L1 in body of corpus callosum on FA skeleton	dMRI skeleton  
25215	Mean L1 in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25214	Mean L1 in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25235	Mean L1 in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25234	Mean L1 in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25237	Mean L1 in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25236	Mean L1 in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25207	Mean L1 in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25206	Mean L1 in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25233	Mean L1 in external capsule on FA skeleton (left)	dMRI skeleton  
25232	Mean L1 in external capsule on FA skeleton (right)	dMRI skeleton  
25239	Mean L1 in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25238	Mean L1 in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25205	Mean L1 in fornix on FA skeleton	dMRI skeleton  
25202	Mean L1 in genu of corpus callosum on FA skeleton	dMRI skeleton  
25211	Mean L1 in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25210	Mean L1 in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25209	Mean L1 in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25208	Mean L1 in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25200	Mean L1 in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25201	Mean L1 in pontine crossing tract on FA skeleton	dMRI skeleton  
25227	Mean L1 in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25226	Mean L1 in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25219	Mean L1 in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25218	Mean L1 in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25229	Mean L1 in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25228	Mean L1 in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25221	Mean L1 in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25220	Mean L1 in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25231	Mean L1 in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25230	Mean L1 in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25204	Mean L1 in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25213	Mean L1 in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25212	Mean L1 in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25225	Mean L1 in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25224	Mean L1 in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25243	Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25242	Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25241	Mean L1 in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25240	Mean L1 in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25247	Mean L1 in tapetum on FA skeleton (left)	dMRI skeleton  
25246	Mean L1 in tapetum on FA skeleton (right)	dMRI skeleton  
25245	Mean L1 in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25244	Mean L1 in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25271	Mean L2 in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25270	Mean L2 in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25265	Mean L2 in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25264	Mean L2 in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25251	Mean L2 in body of corpus callosum on FA skeleton	dMRI skeleton  
25263	Mean L2 in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25262	Mean L2 in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25283	Mean L2 in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25282	Mean L2 in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25285	Mean L2 in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25284	Mean L2 in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25255	Mean L2 in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25254	Mean L2 in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25281	Mean L2 in external capsule on FA skeleton (left)	dMRI skeleton  
25280	Mean L2 in external capsule on FA skeleton (right)	dMRI skeleton  
25287	Mean L2 in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25286	Mean L2 in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25253	Mean L2 in fornix on FA skeleton	dMRI skeleton  
25250	Mean L2 in genu of corpus callosum on FA skeleton	dMRI skeleton  
25259	Mean L2 in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25258	Mean L2 in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25257	Mean L2 in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25256	Mean L2 in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25248	Mean L2 in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25249	Mean L2 in pontine crossing tract on FA skeleton	dMRI skeleton  
25275	Mean L2 in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25274	Mean L2 in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25267	Mean L2 in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25266	Mean L2 in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25277	Mean L2 in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25276	Mean L2 in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25269	Mean L2 in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25268	Mean L2 in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25279	Mean L2 in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25278	Mean L2 in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25252	Mean L2 in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25261	Mean L2 in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25260	Mean L2 in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25273	Mean L2 in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25272	Mean L2 in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25291	Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25290	Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25289	Mean L2 in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25288	Mean L2 in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25295	Mean L2 in tapetum on FA skeleton (left)	dMRI skeleton  
25294	Mean L2 in tapetum on FA skeleton (right)	dMRI skeleton  
25293	Mean L2 in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25292	Mean L2 in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25319	Mean L3 in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25318	Mean L3 in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25313	Mean L3 in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25312	Mean L3 in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25299	Mean L3 in body of corpus callosum on FA skeleton	dMRI skeleton  
25311	Mean L3 in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25310	Mean L3 in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25331	Mean L3 in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25330	Mean L3 in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25333	Mean L3 in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25332	Mean L3 in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25303	Mean L3 in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25302	Mean L3 in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25329	Mean L3 in external capsule on FA skeleton (left)	dMRI skeleton  
25328	Mean L3 in external capsule on FA skeleton (right)	dMRI skeleton  
25335	Mean L3 in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25334	Mean L3 in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25301	Mean L3 in fornix on FA skeleton	dMRI skeleton  
25298	Mean L3 in genu of corpus callosum on FA skeleton	dMRI skeleton  
25307	Mean L3 in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25306	Mean L3 in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25305	Mean L3 in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25304	Mean L3 in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25296	Mean L3 in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25297	Mean L3 in pontine crossing tract on FA skeleton	dMRI skeleton  
25323	Mean L3 in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25322	Mean L3 in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25315	Mean L3 in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25314	Mean L3 in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25325	Mean L3 in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
25324	Mean L3 in posterior thalamic radiation on FA skeleton (right)	dMRI skeleton  
25317	Mean L3 in retrolenticular part of internal capsule on FA skeleton (left)	dMRI skeleton  
25316	Mean L3 in retrolenticular part of internal capsule on FA skeleton (right)	dMRI skeleton  
25327	Mean L3 in sagittal stratum on FA skeleton (left)	dMRI skeleton  
25326	Mean L3 in sagittal stratum on FA skeleton (right)	dMRI skeleton  
25300	Mean L3 in splenium of corpus callosum on FA skeleton	dMRI skeleton  
25309	Mean L3 in superior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25308	Mean L3 in superior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25321	Mean L3 in superior corona radiata on FA skeleton (left)	dMRI skeleton  
25320	Mean L3 in superior corona radiata on FA skeleton (right)	dMRI skeleton  
25339	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left)	dMRI skeleton  
25338	Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right)	dMRI skeleton  
25337	Mean L3 in superior longitudinal fasciculus on FA skeleton (left)	dMRI skeleton  
25336	Mean L3 in superior longitudinal fasciculus on FA skeleton (right)	dMRI skeleton  
25343	Mean L3 in tapetum on FA skeleton (left)	dMRI skeleton  
25342	Mean L3 in tapetum on FA skeleton (right)	dMRI skeleton  
25341	Mean L3 in uncinate fasciculus on FA skeleton (left)	dMRI skeleton  
25340	Mean L3 in uncinate fasciculus on FA skeleton (right)	dMRI skeleton  
25127	Mean MD in anterior corona radiata on FA skeleton (left)	dMRI skeleton  
25126	Mean MD in anterior corona radiata on FA skeleton (right)	dMRI skeleton  
25121	Mean MD in anterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25120	Mean MD in anterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25107	Mean MD in body of corpus callosum on FA skeleton	dMRI skeleton  
25119	Mean MD in cerebral peduncle on FA skeleton (left)	dMRI skeleton  
25118	Mean MD in cerebral peduncle on FA skeleton (right)	dMRI skeleton  
25139	Mean MD in cingulum cingulate gyrus on FA skeleton (left)	dMRI skeleton  
25138	Mean MD in cingulum cingulate gyrus on FA skeleton (right)	dMRI skeleton  
25141	Mean MD in cingulum hippocampus on FA skeleton (left)	dMRI skeleton  
25140	Mean MD in cingulum hippocampus on FA skeleton (right)	dMRI skeleton  
25111	Mean MD in corticospinal tract on FA skeleton (left)	dMRI skeleton  
25110	Mean MD in corticospinal tract on FA skeleton (right)	dMRI skeleton  
25137	Mean MD in external capsule on FA skeleton (left)	dMRI skeleton  
25136	Mean MD in external capsule on FA skeleton (right)	dMRI skeleton  
25143	Mean MD in fornix cres+stria terminalis on FA skeleton (left)	dMRI skeleton  
25142	Mean MD in fornix cres+stria terminalis on FA skeleton (right)	dMRI skeleton  
25109	Mean MD in fornix on FA skeleton	dMRI skeleton  
25106	Mean MD in genu of corpus callosum on FA skeleton	dMRI skeleton  
25115	Mean MD in inferior cerebellar peduncle on FA skeleton (left)	dMRI skeleton  
25114	Mean MD in inferior cerebellar peduncle on FA skeleton (right)	dMRI skeleton  
25113	Mean MD in medial lemniscus on FA skeleton (left)	dMRI skeleton  
25112	Mean MD in medial lemniscus on FA skeleton (right)	dMRI skeleton  
25104	Mean MD in middle cerebellar peduncle on FA skeleton	dMRI skeleton  
25105	Mean MD in pontine crossing tract on FA skeleton	dMRI skeleton  
25131	Mean MD in posterior corona radiata on FA skeleton (left)	dMRI skeleton  
25130	Mean MD in posterior corona radiata on FA skeleton (right)	dMRI skeleton  
25123	Mean MD in posterior limb of internal capsule on FA skeleton (left)	dMRI skeleton  
25122	Mean MD in posterior limb of internal capsule on FA skeleton (right)	dMRI skeleton  
25133	Mean MD in posterior thalamic radiation on FA skeleton (left)	dMRI skeleton  
